2005,34,2,1,2,2,1,2,1,4.7781512504,118.8843593399
2004,53,2,1,5,2,2,1,1,4.84509804,127.1157438122
2004,48,2,2,5,2,2,2,2,4.4471580313,85.383940379
2005,59,2,1,2,2,1,2,1,4.3979400087,81.2832532843
2004,30,2,1,3,2,1,2,2,4.7781512504,118.8843593399
2007,45,2,1,5,2,2,2,1,5.096910013,163.5158639762
2007,39,2,4,4,2,2,1,1,4.6532125138,104.9215065337
2008,45,2,3,4,2,1,1,2,4.6020599913,99.6894636985
2007,43,2,1,5,2,2,2,1,5.6410058513,281.7459705519
2003,30,1,2,5,2,2,2,1,4.9294189257,138.2991269209
2005,57,2,1,4,2,2,2,1,5.1760912591,176.9896504899
2004,53,2,1,4,2,2,1,1,4.9190780924,136.8763676352
2009,42,2,1,4,2,2,2,1,5.2304489214,186.876677628
2005,23,1,1,2,2,1,1,2,4.5051499783,90.4819133566
2009,58,2,1,2,2,1,1,2,4.4471580313,85.383940379
2005,43,2,1,1,2,1,2,1,4.9777236053,145.1436011769
2003,33,4,1,5,2,2,2,1,4.7923916895,120.5894365304
2004,56,2,1,4,2,2,2,1,4.6232492904,101.8243520757
2006,37,2,2,4,2,1,2,2,4.69019608,108.8745258347
2009,41,4,1,5,2,1,2,2,3.6534054907,38.605914521
2007,33,2,1,3,2,2,2,1,4.531478917,92.8958447895
2007,50,1,1,5,2,2,2,1,4.8388490907,126.3238807098
2003,43,2,1,5,2,2,2,1,5.2552725051,191.5736835484
2004,53,2,1,4,2,1,2,1,5.0492180227,155.9005061468
2005,37,3,1,3,2,2,2,1,4.4771212547,87.9810327856
2006,20,1,2,3,2,2,2,2,4.079181246,59.0970640816
2003,26,1,1,3,2,1,2,1,4.3010299957,73.7757432747
2003,29,4,1,4,2,2,2,2,4.5051499783,90.4819133566
2008,57,2,1,4,2,2,2,1,4.7781512504,118.8843593399
2009,47,2,1,3,2,2,2,1,5.0211892991,151.5914842398
2004,54,2,1,5,2,1,2,2,5.6068852413,272.2947832201
2007,38,2,1,1,2,1,1,2,4.5797835966,97.4932940454
2006,23,1,1,3,2,1,2,2,4.221153322,68.1119940653
2004,31,2,1,2,2,2,2,1,4.84509804,127.1157438122
2004,43,2,1,4,2,2,2,1,5.6068852413,272.2947832201
2003,33,2,1,5,2,2,1,2,4.7160033436,111.720849361
2004,48,2,1,2,2,1,1,1,4.84509804,127.1157438122
2008,33,2,1,2,2,1,2,1,4.4771212547,87.9810327856
2009,52,2,1,4,2,2,2,1,4.7403626895,114.4757132903
2008,30,1,2,3,2,2,2,2,4.2455126678,69.7915308454
2004,44,2,1,2,2,1,2,1,4.5440680444,94.0727147457
2004,38,2,1,2,2,2,2,1,4.8463371121,127.2733470065
2008,51,2,1,2,2,1,2,1,5.079181246,160.6424754083
2007,47,2,1,3,2,1,2,1,5.1461280357,171.7651326275
2005,28,2,1,4,2,2,1,1,4.9542425094,141.7751723332
2004,52,4,1,3,2,2,2,1,4.748188027,115.3750385564
2004,23,1,1,1,2,1,1,2,4.278753601,72.1504556816
2003,65,2,1,1,2,1,1,2,4.3010299957,73.7757432747
2005,27,1,1,4,2,1,2,1,4.84509804,127.1157438122
2004,33,2,1,1,2,2,2,2,3.0413926852,20.9343779401
2008,49,2,1,2,2,1,2,1,4.3802112417,79.8549003093
2008,27,1,1,3,2,1,1,1,4.6334684556,102.8702469332
2008,48,4,1,2,2,1,1,1,4.748188027,115.3750385564
2005,38,1,1,3,2,1,1,1,4.5797835966,97.4932940454
2008,58,2,1,3,2,1,1,2,4.6532125138,104.9215065337
2003,40,2,3,5,2,1,2,2,4.748188027,115.3750385564
2007,46,2,1,2,2,1,2,2,4.5378190951,93.486692043
2009,53,2,2,3,2,2,1,1,4.8129133566,123.0896998479
2009,25,1,2,5,2,2,2,1,4.7781512504,118.8843593399
2003,42,2,1,3,2,2,2,1,4.5682017241,96.3706528322
2004,40,1,1,2,2,1,2,1,4.4313637642,84.045957654
2006,35,2,1,2,2,2,2,1,4.84509804,127.1157438122
2005,50,5,1,2,2,2,1,2,4.5563025008,95.230712567
2004,34,2,1,3,2,1,2,1,4.3979400087,81.2832532843
2009,48,2,1,2,2,2,2,1,4.6334684556,102.8702469332
2004,49,2,1,5,2,2,1,1,4.7160033436,111.720849361
2009,41,2,3,4,2,2,2,2,4.5440680444,94.0727147457
2004,37,2,3,4,2,2,2,1,4.84509804,127.1157438122
2003,58,2,1,3,2,2,2,1,4.6532125138,104.9215065337
2006,28,1,2,2,2,1,1,2,4.221153322,68.1119940653
2003,33,2,1,2,2,1,2,1,4.8573324964,128.6804882206
2003,50,2,1,3,2,1,2,1,4.9693087235,143.9273593658
2009,38,2,1,2,2,2,2,1,4.6434526765,103.9024706032
2003,48,2,1,2,2,1,2,1,4.5185139399,91.6992261117
2008,30,2,1,3,2,1,2,1,4.5563025008,95.230712567
2006,49,2,1,5,2,2,2,2,4.9294189257,138.2991269209
2005,44,2,1,4,2,2,2,1,4.7753919717,118.5567764151
2009,50,2,1,2,2,1,2,1,4.5440680444,94.0727147457
2009,58,2,3,4,2,2,1,1,4.7403626895,114.4757132903
2004,45,1,1,4,2,2,2,1,5.0107238654,150.0132862827
2005,44,2,1,3,2,2,2,2,4.5797835966,97.4932940454
2005,35,4,1,4,2,2,1,2,4.5051499783,90.4819133566
2005,59,2,1,2,2,2,2,2,4.3979400087,81.2832532843
2009,45,2,1,2,2,2,2,2,4.8750612634,130.9821773775
2004,51,2,1,4,2,1,1,1,5.0170333393,150.9627834621
2006,61,2,1,3,2,2,2,2,4.8750612634,130.9821773775
2008,45,2,1,2,2,1,2,1,4.9777236053,145.1436011769
2003,34,1,1,4,2,1,2,1,4.5051499783,90.4819133566
2007,33,2,1,4,2,2,1,2,4.7323937598,113.5670895698
